日期,合约代码,交易所代码,合约在交易所的代码,最新价,上次结算价,昨收盘,昨持仓量,开盘价,最高价,最低价,成交量,成交额,持仓量,涨跌,本次结算价,涨停价,跌停价,昨虚实度,今虚实度,更新时间,更新毫秒,买一价,买一量,卖一价,卖一量,买二价,买二量,卖二价,卖二量,买三价,买三量,卖三价,卖三量,买四价,买四量,卖四价,卖四量,买五价,买五量,卖五价,卖五量,均价,业务日期
20260617,ag2608,SHFE,,16813.0000,16858.0000,16716.0000,261019.0000,17050.0000,17100.0000,16657.0000,441117,111257158590.00,260165.0000,0.0000,0.0000,20229.0000,13486.0000,0,0,11:30:01,0,16810.0000,1,16813.0000,51,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,252216.8916,20260617
