instrument_id,trading_day,IntradayMom,VWAP_Dev,IntradayMom_z,IntradayMom_roll_z
ag000,2020-03-10,0.00595533498759305,0.0034853062508031565,1.5660956667786996,
ag000,2020-03-11,0.0026908023483365943,-0.0016187006492328928,0.6895474407522091,
ag000,2020-03-12,-0.008597396217145663,-0.002487729819393135,-2.341407222902769,
ag000,2020-03-13,-0.004494976203067159,0.00046757994329681135,-1.2398807922847812,
ag000,2020-03-16,-0.002800336040324838,-0.001893534139530227,-0.7848588971006197,
ag000,2020-03-17,0.0,0.0,-0.032950474158994277,
ag000,2020-03-18,0.0012987012987012983,-0.016804178017276197,0.31575926328575177,
ag000,2020-03-19,0.003050847457627118,0.002829000062542124,0.7862218921095109,
ag000,2020-03-20,0.019885406134142226,0.02028095050434613,5.306410284895543,
ag000,2020-03-23,-0.0022573363431151235,0.0010169426426930145,-0.639059950078756,
ag000,2020-03-24,0.0,0.009200754844838675,-0.032950474158994277,
ag000,2020-03-25,-0.00568181818181818,0.010977320959917512,-1.5585555754797584,
ag000,2020-03-26,-0.006789250353606787,0.0009862592798672225,-1.8559083095137063,
ag000,2020-03-27,0.013060760931289037,0.0007959677898291947,3.473948702528372,
ag000,2020-03-30,-0.03484718651813767,-0.0060904500486565205,-9.389646485458465,
ag000,2020-03-31,0.012094395280235985,0.002238148208381748,3.2144732459385374,
ag000,2020-04-01,-0.0032210834553440693,-0.0005857605573975901,-0.8978323119794918,
ag000,2020-04-02,0.005604719764011798,0.014994195169108843,1.4719532010081544,0.8280189210397725
ag000,2020-04-03,0.0014168319637291014,0.0031216098092972386,0.347478114438986,0.2432413869261247
ag000,2020-04-07,-0.017168515583729525,0.005740913386481763,-4.642808466528128,-2.243792012179668
ag000,2020-04-08,0.0013653741125068265,0.0017987488264014026,0.33366134702130945,0.26234474847031775
ag000,2020-04-09,-0.0010813733441470666,0.002450131978885237,-0.3233062436452927,-0.07075734834057766
ag000,2020-04-10,-0.009276437847866418,-0.003016423500699865,-2.523734313050038,-1.1750352484425797
ag000,2020-04-13,0.001605565962001605,0.005040143613784246,0.3981544193370525,0.31337901289732023
ag000,2020-04-14,0.0002683843263553408,0.0010734247180021954,0.039112461383800805,0.12791129015029334
ag000,2020-04-15,0.0034291743603270895,-0.020054024631314733,0.88780512378928,0.5618434000562436
ag000,2020-04-16,-0.002423263327948303,0.012202945548541375,-0.6836124236722119,-0.25396855058084383
ag000,2020-04-17,-0.011158342189160465,-0.0019410283389289407,-3.029037856986595,-1.449611846949698
ag000,2020-04-20,-0.0005494505494505493,0.00346416539741243,-0.18048151692407916,0.03039582038998741
ag000,2020-04-21,0.008152173913043476,0.001532492069773157,2.155961192953406,1.2311051050298027
ag000,2020-04-22,-0.009358656757500685,-0.006664748013266345,-2.545810624531538,-1.1996720761238453
ag000,2020-04-23,0.00825309491059147,0.0060827920778064055,2.1830591365627754,1.2361246241630022
ag000,2020-04-24,0.0019094380796508452,0.006402156173845767,0.47974605743598153,0.35167897065991194
ag000,2020-04-27,0.0024265300620113233,-0.007931303456231746,0.6185886146768349,0.42072226549350333
ag000,2020-04-28,-0.007063298016843247,-0.006186006866378221,-1.9294918878084961,-0.9028235899933702
ag000,2020-04-29,-0.0027337342810278835,0.0015611906665667597,-0.7669758919623143,-0.2913124835445525
ag000,2020-04-30,-0.002448979591836734,0.004877492728692044,-0.6905174076262297,-0.2493125734242904
ag000,2020-05-06,0.014975041597337766,0.0025235524979813945,3.987945500037495,2.1524616362335802
ag000,2020-05-07,-0.0005474952094169175,0.00041848890460373053,-0.17995649541957706,-0.00612228818997867
ag000,2020-05-08,0.0,-0.006676209495618613,-0.032950474158994277,0.07006679804299547
ag000,2020-05-11,-0.004491413474240422,0.002629255574752723,-1.2389241764447871,-0.5579316517658146
ag000,2020-05-12,0.0005334755934915976,-0.004003123032146612,0.11029118912852477,0.15168002534715969
ag000,2020-05-13,-0.0029039070749736,0.0022494607008571406,-0.8126683928910425,-0.3350686104625914
ag000,2020-05-14,-0.0015881418740074109,-0.002051686529603563,-0.4593768868097954,-0.1460492524340914
ag000,2020-05-15,0.0010349288486416557,-0.007483266722833945,0.24493464649555113,0.22983914251278775
ag000,2020-05-18,0.0007333170373991688,-0.010791059885791486,0.1639499153539276,0.18513161080151316
ag000,2020-05-19,-0.003334921391138637,0.0013465108907608373,-0.9283985374401669,-0.40390287778616457
ag000,2020-05-20,0.0007014262333411268,-0.002013723601097466,0.15538702724324174,0.184887202740341
ag000,2020-05-21,0.0009319664492078283,0.00828105747252028,0.21728857321514783,0.2175117107418155
ag000,2020-05-22,-0.0009615384615384614,0.0016592197309269244,-0.2911297989978928,-0.061856474386964906
ag000,2020-05-25,0.004279600570613409,-0.002830059793373721,1.116150087178186,0.710824106599417
ag000,2020-05-26,0.0007103954534690976,-0.008636863132142196,0.15779532112809155,0.17827895029177562
ag000,2020-05-27,-0.0002367424242424242,-0.003542400629514741,-0.09651735338069278,0.03628910575971373
ag000,2020-05-28,0.01016308201370834,-0.003652995728489055,2.695903084525842,1.5722553599069977
ag000,2020-05-29,-0.0013927576601671307,0.0020248172602239725,-0.40691495581979437,-0.1523550246488237
ag000,2020-06-01,-0.001133529811834051,-0.005021507089047974,-0.3373105941232365,-0.11286926074860595
ag000,2020-06-02,-0.0028895310068904195,0.006017211859327711,-0.8088083251974268,-0.3755883669288483
ag000,2020-06-03,-0.007282658170232133,-0.004081255654404545,-1.988391514358936,-1.0304032502462497
ag000,2020-06-04,-0.0002308935580697298,0.002158277215067495,-0.0949468948083719,0.03743792146715695
ag000,2020-06-05,0.0,0.001660762094398791,-0.032950474158994277,0.07222884751719894
ag000,2020-06-08,0.0011789672247111528,-0.004234502409523622,0.28360988640744583,0.25128258998196784
ag000,2020-06-09,0.0011682242990654203,-0.004158072189241216,0.2807253410658357,0.24836515159676226
ag000,2020-06-10,0.0006938020351526363,-0.0011112753188179411,0.15333988048886962,0.1742681764827275
ag000,2020-06-11,-0.0018365472910927452,0.00035728821916680096,-0.5260753553939888,-0.21714123018566467
ag000,2020-06-12,-0.0050609615827007124,0.005017977758077087,-1.391851544394559,-0.7144809994695234
ag000,2020-06-15,-0.00023391812865497072,0.004332482778249559,-0.09575901166366199,0.039211094864397604
ag000,2020-06-16,0.0009521542489883359,0.0004902684548792117,0.2227091286331547,0.22423971140199792
ag000,2020-06-17,0.0016497761018147534,-0.0012349274146262414,0.4100251291469641,0.3325098311547254
ag000,2020-06-18,0.000703894885030502,-0.0006013944958353408,0.15604987626272404,0.18197646619106225
ag000,2020-06-19,0.0007077140835102617,-0.0035122304625320668,0.15707535587105134,0.18174668874841635
ag000,2020-06-22,-0.0041512915129151284,-0.0020511672700613006,-1.1475992197734273,-0.5904502302386143
ag000,2020-06-23,-0.0011496895838123704,0.0008713370812712956,-0.34164959790290605,-0.10936490736977186
ag000,2020-06-24,0.0018403496664366225,-0.0015083721327332246,0.46119536956302914,0.3696633168045269
ag000,2020-06-29,-0.0027485112230874937,-0.003327946175493665,-0.7709435969234133,-0.36931429793451326
ag000,2020-06-30,0.0,0.0007197904627149502,-0.032950474158994277,0.07573304513863881
ag000,2020-07-01,0.0011299435028248586,0.003679681395502705,0.2704466985330447,0.2584528269130639
ag000,2020-07-02,0.0002292526364053186,-0.001916842235768738,0.02860534836105489,0.11081576336917806
ag000,2020-07-03,-0.0015974440894568687,0.003483201624626466,-0.46187459210221227,-0.1881005653738066
ag000,2020-07-06,-0.00045641259698767675,0.0016506388562450608,-0.15550022214277084,-0.00011477664377769797
ag000,2020-07-07,-0.0004531037607612142,-0.0001776722806202754,-0.15461177811570226,0.00043087884414600135
ag000,2020-07-08,-0.0004518752824220514,0.0018961534117722919,-0.1542819236991906,0.0006323995629650525
ag000,2020-07-09,0.0022256843979523698,-0.0016560047804932891,0.5646602488155316,0.44513268165406017
ag000,2020-07-10,-0.0008972633467922834,-0.005369005794203131,-0.27387151303961743,-0.07721469006761936
ag000,2020-07-13,-0.0004459308807134893,-0.007219084791716445,-0.15268581321471533,-0.0013695386271568555
ag000,2020-07-14,0.0008671146759158897,0.004070428602886496,0.19987545069030507,0.21925244497387872
ag000,2020-07-15,-0.00043440486533449167,0.00020094736063589995,-0.14959100319133767,-0.0011583675039281325
ag000,2020-07-16,0.0008673026886383346,0.0013973916373430787,0.19992593332795672,0.21927203773074552
ag000,2020-07-17,-0.00303621774018651,0.007935269389930513,-0.8481946662332435,-0.44484490370825974
ag000,2020-07-20,-0.0006523157208088713,0.0014298407885263065,-0.2081014838344375,-0.03660123619643941
ag000,2020-07-21,-0.0017021276595744679,-0.00906014594220065,-0.489982810895087,-0.21615840894541558
ag000,2020-07-22,0.0014011208967173736,-0.0017221935911492917,0.3432595908584559,0.31777984760978495
ag000,2020-07-23,0.014364014364014362,-0.0021405113906478807,3.8238807175375733,2.491090712291775
ag000,2020-07-24,0.00036866359447004603,0.011111080348518118,0.06603809647048202,0.1171261119127479
ag000,2020-07-27,-0.001482579688658265,-0.02801216599380487,-0.43103275411815584,-0.19724272988924008
ag000,2020-07-28,0.0008719916288803626,-0.006597925515745839,0.2011849442508893,0.2042146375172586
ag000,2020-07-29,-0.008287292817679556,0.011821609820810713,-2.258142445146186,-1.3519153502690366
ag000,2020-07-30,0.0003498338289312576,0.00582839323825306,0.060982182070655706,0.12375968198572047
ag000,2020-07-31,0.0012697261019408669,-0.009894116399332334,0.30797923467960203,0.2804575973603921
ag000,2020-08-03,-0.0003519887363604364,-0.0007750261396369852,-0.1274617370356062,0.001373345830690159
ag000,2020-08-04,0.0003501400560224089,-0.001110973054467705,0.06106440603444217,0.12219986596593516
ag000,2020-08-05,0.004159733777038269,-0.0006209392549771039,1.0839650742289195,0.7780568025099824
ag000,2020-08-06,-0.009076433121019106,-0.00879435070829044,-2.4700317442943294,-1.5018052268116164
ag000,2020-08-07,0.0027372262773722625,-0.010534321437415168,0.7020125673531987,0.5369034640060616
ag000,2020-08-10,-0.0006137793463249961,-0.005246486789614363,-0.1977542168826122,-0.0433517655405231
ag000,2020-08-11,-0.0035429583702391494,0.00978629931397227,-0.9842578181180891,-0.5500051778282115
ag000,2020-08-12,0.0014238253440911246,0.0010658621068506513,0.3493558825080031,0.31413374267873084
ag000,2020-08-13,0.005827505827505826,-0.0025829217301418634,1.5317727066828148,1.075820225248924
ag000,2020-08-14,0.002900418949403802,-0.009610780896148119,0.7458308601923078,0.5621116234420228
ag000,2020-08-17,-0.0011323196376577158,0.006752876841521831,-0.3369856544933814,-0.1433699533151527
ag000,2020-08-18,0.004122403678452512,-0.00622321611888123,1.0739417001939178,0.7754221624243626
ag000,2020-08-19,0.004406672961913755,-0.0005369418321160888,1.150269849937437,0.8208930354130205
ag000,2020-08-20,-0.0017770597738287557,-0.0006341673928265012,-0.5101025704686872,-0.2668322666055605
ag000,2020-08-21,-0.0004897159647404504,0.0013331280080156709,-0.1644423927840944,-0.03937594340704241
ag000,2020-08-24,-0.0020597322348094743,0.0024846078126430234,-0.586001963000301,-0.3164092898541032
ag000,2020-08-25,-0.0027252597513200473,-0.0009101788959572389,-0.7647004256696861,-0.43302024908429265
ag000,2020-08-26,-0.0010309278350515462,-0.0014964788544140014,-0.3097612966666793,-0.13076483795880442
ag000,2020-08-27,0.0024958402662229612,0.0017487569253339592,0.637198854873754,0.4975278658019262
ag000,2020-08-28,-0.002661343978709248,-0.0033791374361535477,-0.7475386254097048,-0.4247159087913209
ag000,2020-08-31,0.0022801302931596086,-0.005557733249252982,0.5792793254589801,0.46100698158547054
ag000,2020-09-01,0.004314477468839884,-0.00738891902819013,1.125514760976236,0.8229779738756553
ag000,2020-09-02,0.0007905138339920947,0.003705195812472931,0.17930762689432944,0.18730555060002205
ag000,2020-09-03,-0.00505050505050505,0.003340229892064058,-1.3890438975552293,-0.863862476750211
ag000,2020-09-04,0.0041932237504193216,-0.0028247217046151224,1.092957349693968,0.8042444380003408
ag000,2020-09-07,0.003555706061632238,-0.0074024009750702485,0.9217797077715076,0.6857466815350056
ag000,2020-09-08,-0.002675585284280936,0.0022043960258742125,-0.7513625084933206,-0.44289344749251086
ag000,2020-09-09,0.00835607094133697,-0.0014862709973083048,2.2107088699389372,1.5469803842200684
ag000,2020-09-10,0.002697235333782872,-0.006364300938818437,0.6912747391449963,0.5204999103455823
ag000,2020-09-11,-0.0006667777962993831,0.005243082202069081,-0.21198464507578338,-0.089606607368153
ag000,2020-09-14,-0.00016906170752324596,0.0021547936543715664,-0.07834464116363579,0.0009631728808483045
ag000,2020-09-15,0.0005048805116122517,-0.002777916230941916,0.10261322383786932,0.1236027396915693
ag000,2020-09-16,0.002707275803722504,-0.0036970523642351543,0.6939706705650788,0.5247943751579207
ag000,2020-09-17,0.001347708894878706,0.007890565034203422,0.3289181213025347,0.27456310405947587
ag000,2020-09-18,-0.0022371364653243843,0.0020944951527492018,-0.6336361516365211,-0.38350571971142355
ag000,2020-09-21,0.005309128275389621,0.0029878495215451464,1.3925849656091318,1.0020660281840095
ag000,2020-09-22,-0.00018804061677322298,-0.012404373704648855,-0.08344060161902708,-0.011401815620594065
ag000,2020-09-23,0.0017231476163124637,0.014906571609638371,0.42972585754540743,0.34089553235229075
ag000,2020-09-24,0.001405622489959839,0.018431810615085604,0.3444682978946566,0.2811927541093719
ag000,2020-09-25,0.0034651447207501014,0.0003075476950641112,0.8974633992922341,0.6612804642436259
ag000,2020-09-28,-0.0014155712841253788,0.004619648180699849,-0.41304056209169016,-0.2464477160470416
ag000,2020-09-29,-0.0005992808629644425,-0.001528479182877827,-0.19386127989158783,-0.09385346632315801
ag000,2020-09-30,0.002360346184107002,0.00039969167417302863,0.6008178134077747,0.45846671183431387
ag000,2020-10-09,-0.0005888125613346417,-0.0005457354280290371,-0.19105047288271623,-0.09435520215739437
ag000,2020-10-12,0.008995215311004784,-0.0171990987495002,2.3823232862477735,1.6899640314180395
ag000,2020-10-13,0.005792227204783258,0.003880610314605794,1.5223001672472256,1.084334346102893
ag000,2020-10-14,-0.002334630350194552,0.0004363253630211679,-0.6598138932230904,-0.43393929091196914
ag000,2020-10-15,-0.0019387359441644045,-0.0008682389401097986,-0.5535136727484756,-0.35867133030431037
ag000,2020-10-16,0.0007794232268121589,0.005064368321644909,0.17632972680160938,0.15149523339126564
ag000,2020-10-19,0.0013671874999999997,-0.008164096424455747,0.3341482533463146,0.2614534967069108
ag000,2020-10-20,0.00038314176245210724,0.0023030996400795266,0.06992557865037527,0.07547230976975772
ag000,2020-10-21,-0.0019036740909956211,-0.0011549206084115794,-0.5440993373466099,-0.3563546250694938
ag000,2020-10-22,0.0037785754770451535,-0.00031598432825753514,0.9816215939779961,0.7188723154306955
ag000,2020-10-23,0.0015384615384615382,-0.0020096744153294548,0.3801364455832434,0.2925145481472572
ag000,2020-10-26,-0.0026959368380512225,0.004966733388401656,-0.7568270329216291,-0.5121176110241503
ag000,2020-10-27,-0.0009693679720822022,-0.0007581863189464151,-0.293232073453735,-0.18224656188511182
ag000,2020-10-28,-0.0009635767970707263,0.001267099564168578,-0.29167710533306873,-0.18066588610795747
ag000,2020-10-29,-0.0016009605763458072,0.008957109078557306,-0.4628187916814349,-0.30203688691542663
ag000,2020-10-30,0.0034412955465587037,0.0034842441469260105,0.8910597410539057,0.6645181381277021
ag000,2020-11-02,0.0021999999999999997,-0.006872114910904726,0.5577638210724056,0.4243886537457464
ag000,2020-11-03,-0.0003918495297805642,-0.004033863782180535,-0.13816461907766767,-0.0752321946492443
ag000,2020-11-04,-0.0001924187030979411,0.01223138362115088,-0.08461614624528531,-0.036587689890980324
ag000,2020-11-05,-0.001175318315377081,-0.0018519606123964607,-0.34853107885923457,-0.22648936680789364
ag000,2020-11-06,-0.0009487666034155596,-0.003879021456775349,-0.2877004721024995,-0.18201922768718037
ag000,2020-11-09,-0.0007443245254931148,-0.0039061861334870455,-0.23280644574995404,-0.14185707717492735
ag000,2020-11-10,-0.007844675426554225,0.0008839872679906176,-2.1392967995753858,-1.5154921300175987
ag000,2020-11-11,0.0017664376840039252,-0.0003509558676819959,0.44134952201217165,0.3535377311223776
ag000,2020-11-12,0.00157573370100453,0.0027012115415265825,0.39014426341430414,0.3155203043591232
ag000,2020-11-13,0.0005877742946708463,0.002895356919107702,0.12487074321901581,0.1221713394458423
ag000,2020-11-16,-0.0009626492106276472,-0.002781980760080845,-0.29142804234580066,-0.1810649172972932
ag000,2020-11-17,0.0007736943907156672,0.002108481996239769,0.17479149708468425,0.15943498113417673
ag000,2020-11-18,-0.00019409937888198754,0.002757019536001363,-0.08506741861405143,-0.03093622366915906
ag000,2020-11-19,-0.0011641443538998833,0.012255159710546994,-0.34553079759607747,-0.22173112632919578
ag000,2020-11-20,-0.0007960199004975123,0.0010034944171411662,-0.2466869898465202,-0.14860092693480662
ag000,2020-11-23,-0.0005886970172684457,0.002062135206977893,-0.19101944855015662,-0.1072681470072529
ag000,2020-11-24,0.0018251875887243963,-0.004494546628501215,0.4571242531766558,0.37116998837766546
ag000,2020-11-25,0.001231527093596059,0.0022344984905192378,0.2977225527282649,0.2524089364302242
ag000,2020-11-26,-0.0008105369807497465,0.001985683932052907,-0.2505849202238003,-0.1544975010247617
ag000,2020-11-27,-0.0006090133982947623,0.002474779128482372,-0.19647452886816263,-0.11395169367559627
ag000,2020-11-30,-0.00041710114702815426,0.009518751759345544,-0.14494484238942368,-0.075331241236884
ag000,2020-12-01,0.00804232804232804,-0.0069239346092408805,2.1264668629062475,1.6100507440550271
ag000,2020-12-02,-0.0003990422984836392,0.0015384250898209384,-0.14009592421184922,-0.07858246278186445
ag000,2020-12-03,0.0,1.4529821963462896e-05,-0.032950474158994277,0.0014282964291679927
ag000,2020-12-04,-0.002185141040921732,-0.001748160403495959,-0.6196750423268528,-0.436554144008051
ag000,2020-12-07,0.0015844721727074666,-0.003784420064022622,0.3924905998476676,0.32160765436417643
ag000,2020-12-08,0.0007711586658955079,0.010213107017632379,0.17411063849375644,0.157175485299897
ag000,2020-12-09,0.0007751937984496123,0.0016277318170640576,0.17519409780414874,0.15763574992844356
ag000,2020-12-10,0.003555204424254394,0.0017991461366794982,0.9216450148760009,0.7185074721496096
ag000,2020-12-11,0.0011904761904761904,-0.0021770772288730216,0.28670011849868965,0.2383203598207274
ag000,2020-12-14,-0.0005955926146515783,0.0025260067120987722,-0.1928709612539642,-0.12442493073392324
ag000,2020-12-15,-0.007149950347567029,-0.001376482900771067,-1.9527586016601584,-1.4496295655367823
ag000,2020-12-16,-0.0003888780867198133,-0.005327499067828573,-0.1373667673079169,-0.07565305761488841
ag000,2020-12-17,0.0005723006486074017,-0.007107310197943846,0.12071596870582135,0.11981429995926454
ag000,2020-12-18,-0.004042631385520029,0.00317491021964626,-1.1184232695125407,-0.8190046498767487
ag000,2020-12-21,0.0,-0.021899990827604573,-0.032950474158994277,0.006529821336370928
ag000,2020-12-22,0.0036304229442730073,0.0038492483769712238,0.9418416762583391,0.7470148562271205
ag000,2020-12-23,0.004289444237224915,-0.005044367186915443,1.1187931756258718,0.8787071699706954
ag000,2020-12-24,0.0009262689885142644,-0.0016754846270356145,0.21575876799778093,0.18905241076438373
ag000,2020-12-25,0.0005542213190467393,0.001633516875935768,0.11586155124232911,0.11241206126613779
ag000,2020-12-28,0.0010978956999085085,-0.01634270638885335,0.2618416552087508,0.2238021166079591
ag000,2020-12-29,0.001607142857142857,0.0011334860367145539,0.398577825928879,0.32805192373955927
ag000,2020-12-30,0.007060101375814626,-0.0022333134259319683,1.8627326206030848,1.4451901050920024
ag000,2020-12-31,-0.00017940437746681017,-0.0020969491707977786,-0.08112171524841919,-0.046816518741323435
ag000,2021-01-04,0.009330985915492956,-0.001248822928698412,2.4724798753339785,1.8991528613949462
ag000,2021-01-05,-0.0031331592689295036,0.0042715636112519014,-0.8742240966105489,-0.65917371730307
ag000,2021-01-06,0.0028001400070003495,-0.0018665474585683637,0.7189053125612143,0.5595029091432044
ag000,2021-01-07,-0.00017857142857142854,-0.00610079063129607,-0.08089806305764685,-0.053814845998816065
ag000,2021-01-08,0.0019451812555260828,0.0020330037635381865,0.48934333241165107,0.383546045901031
ag000,2021-01-11,-0.004071811956320562,0.020236451248158663,-1.1262584423829436,-0.8572432317277289
ag000,2021-01-12,-0.00019282684149633626,0.004792945520489181,-0.08472573405726934,-0.054871982363751924
ag000,2021-01-13,0.0015340364333652921,-0.001869183319644456,0.3789482761113098,0.30234203995941045
ag000,2021-01-14,-0.00019062142584826532,0.0038591732744186298,-0.08413356562534093,-0.05561287864892085
ag000,2021-01-15,-0.001321752265861027,0.003669772720704961,-0.38784954606745,-0.29249072509136986
ag000,2021-01-18,0.004894283476898981,-0.00590900090898753,1.2811964416224,0.9946358407574675
ag000,2021-01-19,0.0013461538461538459,-0.0023427940018732893,0.32850058061546367,0.2553763287083852
ag000,2021-01-20,0.0021084914701935977,-0.003527606658627253,0.5331931862122918,0.41285710396585884
ag000,2021-01-21,-0.0005645464809936017,0.0024206612249424797,-0.1845348726342226,-0.1415594676167492
ag000,2021-01-22,0.0,0.002584945092724023,-0.032950474158994277,-0.027651251218072253
ag000,2021-01-25,-0.0011385199240986714,0.004656228694169507,-0.3386504716912005,-0.2620645127474037
ag000,2021-01-26,-0.004329004329004328,-0.004857053610125673,-1.1953162656414813,-0.9213205874866597
ag000,2021-01-27,0.0016872890888638917,0.002947170092036323,0.42009760992276246,0.3282481425160184
ag000,2021-01-28,0.0,0.007481929914020666,-0.032950474158994277,-0.022787541197162284
ag000,2021-01-29,0.0003658982802780826,0.00416147506916909,0.06529559164139155,0.05367980855770222
ag000,2021-02-01,-0.0017898693395382134,-0.021677362453794115,-0.5135420220960883,-0.3921571942433315
ag000,2021-02-02,0.003057065217391304,-0.007903080812418107,0.787891401008156,0.6119954481897322
ag000,2021-02-03,0.0026862464183381083,-0.007303081563087758,0.6883241439439457,0.5327205215275569
ag000,2021-02-04,0.0001783803068141277,0.004941998763397688,0.014945797305945875,0.010733782918961677
ag000,2021-02-05,0.002395430256126773,-0.004133319914275108,0.6102381147155052,0.4668910551430748
ag000,2021-02-08,0.004514265077645359,-0.0014257696835283935,1.1791590321269143,0.9015562776243488
ag000,2021-02-09,0.0,0.001836326211421382,-0.032950474158994277,-0.03575050413508373
ag000,2021-02-10,-0.0008949346697691067,-0.0033755987086688654,-0.27324624812754134,-0.22319026354382335
ag000,2021-02-18,-0.00017825311942958999,-0.0025024767559063636,-0.08081259498474373,-0.07436331112736091
ag000,2021-02-19,-0.0003571428571428571,0.005190139802528716,-0.12884565195629943,-0.10878110385947054
ag000,2021-02-22,-0.0017445917655268665,0.0033496607529432277,-0.5013846992679518,-0.3964646153137776
ag000,2021-02-23,-0.00017182130584192438,0.001021309747300516,-0.07908561124360845,-0.06986397514194265
ag000,2021-02-24,-0.0010436597669159853,-0.002679518575875145,-0.31317990310224125,-0.2524324963571587
ag000,2021-02-25,0.0026073353033200064,-0.003875303626342864,0.6671359968103812,0.5044783080160457
ag000,2021-02-26,0.0019080659150043362,0.00923044324736803,0.4793776223122979,0.3597044627374621
ag000,2021-03-01,-0.006169479223371438,-0.001072082529449449,-1.6894957338765506,-1.3065706601346796
ag000,2021-03-02,-0.002155172413793103,0.014651100529382776,-0.6116282712116978,-0.4716087840673434
ag000,2021-03-03,0.002558947176019009,-0.004160260945893089,0.6541434702121194,0.5087745923960647
ag000,2021-03-04,0.007004608294930875,0.0012831477130714676,1.8478323678010555,1.4193336213336423
ag000,2021-03-05,-0.0005534034311012727,0.018089501611497964,-0.18154289133246104,-0.14210616827747272
ag000,2021-03-08,-0.0015366884364195156,-0.00856100191093534,-0.44556130448162884,-0.341520439339065
ag000,2021-03-09,-0.0005708848715509038,-0.000954489553034693,-0.1862367716846581,-0.13962469695001536
ag000,2021-03-10,0.002594514455151964,0.0017061418912910702,0.6636935157695385,0.5187270302027326
ag000,2021-03-11,-0.0031434911242603546,-0.0010626637914409212,-0.8769982669015473,-0.667988297192781
ag000,2021-03-12,-0.0011080332409972298,0.0017850496399552556,-0.3304645991811045,-0.2685106461688282
ag000,2021-03-15,0.004133784291619691,-0.006273740660145359,1.0769974687786228,0.8522436361242529
ag000,2021-03-16,0.0016574585635359114,-0.003549986209623589,0.41208792003844413,0.3296998575221252
