factor,period,quantile,N_days,ann_ret,ann_vol,sharpe,max_dd,win_rate
OI_Change,IS,Q5,969,0.05575126195757041,0.14315024717369762,0.24974642142384879,-0.24408045162717795,0.5201238390092879
OI_Change,IS,LS,969,-0.10938224765240534,0.16728285896600284,-0.7734339815336363,-0.6608459937379922,0.49226006191950467
OI_Change,OOS,Q1,600,0.17724548026555254,0.16335294041849355,0.9626118750155687,-0.10315674973864564,0.515
OI_Change,OOS,Q2,600,-0.007860427759878719,0.11955952771259244,-0.2330255755681139,-0.16145179325763925,0.5
OI_Change,OOS,Q3,600,-0.03590114944287248,0.10925142138464006,-0.5116743446848352,-0.18171169169929513,0.48833333333333334
OI_Change,OOS,Q4,600,0.012893503022829433,0.11117226412378037,-0.0639232908781827,-0.21649659315209946,0.48833333333333334
OI_Change,OOS,Q5,600,-0.006553408169520103,0.1223504845087912,-0.2170274051314621,-0.22334348251621305,0.5016666666666667
OI_Change,OOS,LS,600,-0.1562228735694956,0.15322199169654538,-1.150114755840684,-0.3949162972647885,0.455
NdayHigh_20d,ALL,Q1,1551,0.478798706636669,0.15797804516427916,2.9041928336280565,-0.2469927324882265,0.5822050290135397
NdayHigh_20d,ALL,Q2,1551,0.1412037424747996,0.14690089612357748,0.8250714983579089,-0.24143605625712217,0.5190199871050934
NdayHigh_20d,ALL,Q3,1551,0.1132615140461577,0.14795270869049745,0.6303467835877992,-0.3079933698080277,0.5119277885235332
NdayHigh_20d,ALL,Q4,1551,0.11384358443351528,0.14328423991093683,0.6549470094676632,-0.3760152093499052,0.5415860735009671
NdayHigh_20d,ALL,Q5,1551,-0.2948959156259293,0.1472744681042472,-2.1381568691392756,-0.9026021849441555,0.4448742746615087
NdayHigh_20d,ALL,LS,1551,-0.5237632088267415,0.1853551807495079,-2.933628327128295,-0.9941619692465574,0.3771760154738878
NdayHigh_20d,IS,Q1,951,0.4809732136820666,0.16875713954551522,2.7315775493915515,-0.2469927324882265,0.5909568874868559
NdayHigh_20d,IS,Q2,951,0.21197246657296964,0.16204077328541625,1.1847170479422,-0.24143605625712217,0.544689800210305
NdayHigh_20d,IS,Q3,951,0.15234289890983588,0.15899492369397888,0.8323718508432335,-0.29574752912299174,0.5205047318611987
NdayHigh_20d,IS,Q4,951,0.20424934754876634,0.14626141594999426,1.2597262671910676,-0.31538214970723233,0.5604626708727655
NdayHigh_20d,IS,Q5,951,-0.3014266906818326,0.14467284842175554,-2.2217485463809896,-0.7812403220543102,0.4479495268138801
NdayHigh_20d,IS,LS,951,-0.5288773570885632,0.18570571255732096,-2.955629902441174,-0.9646365096524981,0.3753943217665615
NdayHigh_20d,OOS,Q1,600,0.4753586249819899,0.13933063045119237,3.2681875012508637,-0.0666780906460831,0.5683333333333334
NdayHigh_20d,OOS,Q2,600,0.037371975471125696,0.11889607922745914,0.14611058315801573,-0.16870604770893638,0.47833333333333333
